model_name,architecture,training_stage,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1_score,macro_precision,macro_recall,macro_f1_score,macro_roc_auc,model_size_mb,total_parameters,mean_inference_latency_ms,predictions_per_second,best_validation_accuracy,best_validation_loss,test_sample_count
ResNet50,resnet50,frozen_feature_extraction,,0.8766404199475065,0.8878303384640436,0.8766404199475065,0.8780600676542973,0.8532014664432666,0.8613694218506486,0.8519864755266217,0.9879458689727988,90.12408351898193,23520326,163.09484671924312,6.131401574701089,0.843915343915344,,381
