model_name,architecture,training_stage,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1_score,macro_precision,macro_recall,macro_f1_score,macro_roc_auc,weighted_roc_auc,model_size_mb,total_parameters,mean_inference_latency_ms,median_inference_latency_ms,predictions_per_second,best_validation_accuracy,best_validation_loss
MobileNetV3-Large,mobilenet_v3_large,controlled_fine_tuning,0.4070098686405993,0.8818897637795275,0.8843233256038533,0.8818897637795275,0.8815116731645867,0.8805595541154126,0.8643589377698314,0.8705575580273986,0.9872223316669579,0.9864932107125913,16.257906913757324,4209718,26.876482998777647,25.559700006851926,37.20724917934688,0.8756613756613757,0.4076606257961541
