model_name,architecture,training_stage,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1_score,macro_precision,macro_recall,macro_f1_score,macro_roc_auc,weighted_roc_auc,model_size_mb,total_parameters,mean_inference_latency_ms,median_inference_latency_ms,predictions_per_second,best_validation_accuracy,best_validation_loss
EfficientNet-B0,efficientnet_b0,controlled_fine_tuning,0.42724937184902,0.8530183727034121,0.8625673319273957,0.8530183727034121,0.8549542106742782,0.8300747502824625,0.8411297387513675,0.831306039912363,0.9820261562325207,0.9816992222668395,24.230475425720215,4015234,39.156232000968885,37.7845500188414,25.538718842386466,0.8068783068783069,0.5583719280030992
