model_name,original_test_accuracy,tuned_test_accuracy,change_test_accuracy,original_weighted_precision,tuned_weighted_precision,change_weighted_precision,original_weighted_recall,tuned_weighted_recall,change_weighted_recall,original_weighted_f1_score,tuned_weighted_f1_score,change_weighted_f1_score,original_macro_f1_score,tuned_macro_f1_score,change_macro_f1_score,original_macro_roc_auc,tuned_macro_roc_auc,change_macro_roc_auc
MobileNetV3-Large,0.8818897637795275,0.8923884514435696,0.01049868766404205,0.8843233256038533,0.8952147124699688,0.01089138686611546,0.8818897637795275,0.8923884514435696,0.01049868766404205,0.8815116731645867,0.8928672166659616,0.01135554350137491,0.8705575580273986,0.8816071220897891,0.011049564062390438,0.987222331666958,0.9904179149203624,0.0031955832534042994
ResNet50,0.8766404199475065,0.9028871391076115,0.026246719160105014,0.8878303384640436,0.9064014653985727,0.018571126934529114,0.8766404199475065,0.9028871391076115,0.026246719160105014,0.8780600676542973,0.9028349058967232,0.02477483824242588,0.8519864755266217,0.8943660739703909,0.04237959844376926,0.9879458689727988,0.9910226220501372,0.0030767530773384566
