model_name,architecture,training_stage,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1_score,macro_precision,macro_recall,macro_f1_score,macro_roc_auc,model_size_mb,total_parameters,mean_inference_latency_ms,predictions_per_second,best_validation_accuracy,best_validation_loss,test_sample_count
Baseline CNN,custom_baseline_cnn,supervised_training,,0.5590551181102362,0.6349748741724744,0.5590551181102362,0.5679764063146212,0.5979560342655581,0.5783354598082255,0.5420710833945607,0.8774318462035252,1.0980396270751953,,37.945976455087056,26.353255164842107,0.5291005291005291,,381
